,states,actions,rewards1,rewards2,rewards3,rewards,nextStates,dones
0,"[0.0, 0.0, 0.6388888888888888, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",3.0,7.5,6.0,15.0,17.61675396541514,"[0.0, 0.0, 0.013888888888888888, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3888888888888889, 0.5]",0.0
1,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,5.0,6.0,4.0,24.297928118025563,"[0.0, 0.0, 0.39814814814814814, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
2,"[0.0, 0.0, 0.39814814814814814, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2.0,6.0,6.0,14.5,21.365442964944652,"[0.0, 0.0, 0.5740740740740741, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.375, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
3,"[0.0, 0.0, 0.34722222222222227, 0.5, 0.0, 0.0, 0.027777777777777776, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2.0,6.0,10.0,4.5,12.77269480634174,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.027777777777777776, 1.0, 0.0, 0.0, 0.0, 0.0]",0.0
4,"[0.0, 0.0, 0.013888888888888888, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3888888888888889, 0.5]",0.0,4.0,45.5,4.5,0.1718152044278149,"[0.0, 0.0, 1.5555555555555556, 1.0, 0.0, 0.0, 0.7592592592592593, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3888888888888889, 0.0]",0.0
5,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.027777777777777776, 1.0, 0.0, 0.0, 0.0, 0.0]",0.0,4.0,14.0,8.5,9.875699168323866,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.013888888888888888, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
6,"[0.0, 0.0, 1.5555555555555556, 1.0, 0.0, 0.0, 0.7592592592592593, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3888888888888889, 0.0]",2.0,6.0,6.0,14.5,21.365442964944652,"[1.0, 0.0, 1.1944444444444444, 1.5, 0.0, 0.0, 0.37962962962962954, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3888888888888889, 0.0]",0.0
7,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.013888888888888888, 0.0, 0.0, 0.0, 0.0, 0.0]",2.0,6.0,6.0,14.5,21.365442964944652,"[1.0, 1.0, 0.3055555555555556, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.013888888888888888, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
8,"[0.0, 0.0, 0.5740740740740741, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.375, 0.0, 0.0, 0.0, 0.0, 0.0]",3.0,7.5,6.0,15.0,17.61675396541514,"[0.0, 0.0, 0.5, 0.5, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.37499999999999994, 0.5, 0.0, 0.0, 0.7222222222222222, 0.5]",0.0
9,"[1.0, 0.0, 1.1944444444444444, 1.5, 0.0, 0.0, 0.37962962962962954, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3888888888888889, 0.0]",1.0,5.0,6.5,7.5,22.78455611531636,"[1.0, 0.0, 1.0833333333333333, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.5648148148148148, 0.5, 0.0, 0.0, 0.3888888888888889, 0.0]",0.0
10,"[0.0, 0.0, 1.2222222222222223, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.43518518518518523, 0.5, 0.0, 0.0, 0.0, 0.0]",1.0,5.0,6.0,8.0,24.297928118025563,"[0.0, 0.0, 0.9351851851851851, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.28240740740740744, 0.5, 0.0, 0.0, 0.0, 0.0]",0.0
11,"[1.0, 1.0, 0.3055555555555556, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.013888888888888888, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,5.0,16.5,4.0,6.296035333567056,"[0.0, 0.0, 0.4212962962962962, 0.5, 0.0, 0.0, 0.013888888888888888, 0.5, 0.0, 0.0, 0.375, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
12,"[0.0, 0.0, 0.9351851851851851, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.28240740740740744, 0.5, 0.0, 0.0, 0.0, 0.0]",1.0,5.0,10.5,11.0,13.621069408034018,"[0.0, 0.0, 0.9166666666666666, 0.5, 0.0, 0.0, 0.18518518518518515, 0.5, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.027777777777777776, 0.5]",0.0
13,"[1.0, 0.0, 1.0833333333333333, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.5648148148148148, 0.5, 0.0, 0.0, 0.3888888888888889, 0.0]",1.0,5.0,10.0,12.0,14.52579386194692,"[0.0, 0.0, 0.013888888888888888, 0.5, 0.0, 0.0, 0.6111111111111112, 0.5, 0.0, 0.0, 0.5694444444444444, 0.5, 0.0, 0.0, 0.3888888888888889, 0.0]",0.0
14,"[0.0, 0.0, 0.5, 0.5, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.37499999999999994, 0.5, 0.0, 0.0, 0.7222222222222222, 0.5]",1.0,5.0,6.0,4.0,24.297928118025563,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.027777777777777776, 0.5, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.3888888888888889, 0.0]",0.0
15,"[0.0, 0.0, 0.9166666666666666, 0.5, 0.0, 0.0, 0.18518518518518515, 0.5, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.027777777777777776, 0.5]",2.0,6.0,9.0,7.5,14.52579386194692,"[0.0, 0.0, 0.6111111111111112, 0.5, 0.0, 0.0, 0.5555555555555556, 0.5, 0.0, 0.0, 0.14351851851851852, 0.5, 0.0, 1.0, 0.0, 0.0]",0.0
16,"[0.0, 0.0, 0.6111111111111112, 0.5, 0.0, 0.0, 0.5555555555555556, 0.5, 0.0, 0.0, 0.14351851851851852, 0.5, 0.0, 1.0, 0.0, 0.0]",3.0,7.5,6.0,4.5,17.61675396541514,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.2777777777777778, 0.0, 0.0, 1.0, 0.17592592592592593, 0.5, 0.0, 0.0, 0.0, 0.0]",0.0
17,"[0.0, 0.0, 0.013888888888888888, 0.5, 0.0, 0.0, 0.6111111111111112, 0.5, 0.0, 0.0, 0.5694444444444444, 0.5, 0.0, 0.0, 0.3888888888888889, 0.0]",0.0,4.0,15.0,7.0,8.683813957093905,"[1.0, 1.0, 0.19444444444444445, 0.5, 0.0, 0.0, 0.3055555555555556, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.3888888888888889, 0.0]",0.0
18,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.2777777777777778, 0.0, 0.0, 1.0, 0.17592592592592593, 0.5, 0.0, 0.0, 0.0, 0.0]",0.0,4.0,25.0,8.5,2.399590285071781,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.19444444444444445, 0.5, 0.0, 0.0, 0.125, 0.0, 0.0, 0.0, 0.013888888888888888, 0.0]",0.0
19,"[1.0, 1.0, 0.19444444444444445, 0.5, 0.0, 0.0, 0.3055555555555556, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.3888888888888889, 0.0]",0.0,4.0,9.0,8.5,18.786875608116514,"[0.0, 0.0, 0.28703703703703703, 0.5, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.6388888888888888, 0.5, 0.0, 0.0, 0.3888888888888889, 0.0]",0.0
20,"[0.0, 0.0, 0.4212962962962962, 0.5, 0.0, 0.0, 0.013888888888888888, 0.5, 0.0, 0.0, 0.375, 0.0, 0.0, 0.0, 0.0, 0.0]",3.0,7.5,6.0,15.0,17.61675396541514,"[0.0, 0.0, 0.6944444444444444, 0.5, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.375, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
21,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.19444444444444445, 0.5, 0.0, 0.0, 0.125, 0.0, 0.0, 0.0, 0.013888888888888888, 0.0]",3.0,7.5,6.0,15.0,17.61675396541514,"[1.0, 0.0, 0.6666666666666666, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.125, 0.0, 0.0, 0.0, 0.013888888888888888, 0.0]",0.0
22,"[0.0, 0.0, 0.6944444444444444, 0.5, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.375, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,5.0,6.0,4.0,24.297928118025563,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.5462962962962963, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
23,"[1.0, 0.0, 0.6666666666666666, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.125, 0.0, 0.0, 0.0, 0.013888888888888888, 0.0]",1.0,5.0,16.5,6.5,6.296035333567056,"[0.0, 0.0, 0.2685185185185185, 0.5, 0.0, 0.0, 0.19444444444444445, 0.5, 0.0, 0.0, 0.125, 0.0, 0.0, 0.0, 0.537037037037037, 0.5]",0.0
24,"[0.0, 0.0, 0.28703703703703703, 0.5, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.6388888888888888, 0.5, 0.0, 0.0, 0.3888888888888889, 0.0]",1.0,5.0,6.0,12.5,24.297928118025563,"[0.0, 0.0, 0.5972222222222222, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9351851851851851, 0.5, 0.0, 0.0, 0.3888888888888889, 0.0]",0.0
25,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.027777777777777776, 0.5, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.3888888888888889, 0.0]",0.0,4.0,6.5,4.5,25.911819736170443,"[0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.2916666666666667, 0.5, 0.0, 0.0, 0.3888888888888889, 0.0]",0.0
26,"[0.0, 0.0, 0.5972222222222222, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9351851851851851, 0.5, 0.0, 0.0, 0.3888888888888889, 0.0]",0.0,4.0,7.0,10.0,24.297928118025563,"[0.0, 0.0, 0.25, 0.5, 0.0, 0.0, 0.050925925925925916, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3888888888888889, 0.0]",0.0
27,"[0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.2916666666666667, 0.5, 0.0, 0.0, 0.3888888888888889, 0.0]",1.0,5.0,6.0,4.0,24.297928118025563,"[0.0, 0.0, 0.027777777777777776, 0.5, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
28,"[0.0, 0.0, 0.2685185185185185, 0.5, 0.0, 0.0, 0.19444444444444445, 0.5, 0.0, 0.0, 0.125, 0.0, 0.0, 0.0, 0.537037037037037, 0.5]",0.0,4.0,10.0,9.0,16.519512171778537,"[0.0, 0.0, 0.1527777777777778, 0.0, 1.0, 0.0, 0.19444444444444445, 1.0, 0.0, 0.0, 1.4305555555555556, 1.0, 0.0, 0.0, 0.3888888888888889, 0.0]",0.0
29,"[0.0, 0.0, 0.1527777777777778, 0.0, 1.0, 0.0, 0.19444444444444445, 1.0, 0.0, 0.0, 1.4305555555555556, 1.0, 0.0, 0.0, 0.3888888888888889, 0.0]",0.0,8.0,14.0,10.0,5.903893108287374,"[1.0, 0.0, 0.3611111111111111, 0.5, 0.0, 0.0, 0.09722222222222222, 0.5, 0.0, 0.0, 1.1944444444444444, 1.0, 0.0, 0.0, 0.3888888888888889, 0.0]",0.0
30,"[1.0, 0.0, 0.3611111111111111, 0.5, 0.0, 0.0, 0.09722222222222222, 0.5, 0.0, 0.0, 1.1944444444444444, 1.0, 0.0, 0.0, 0.3888888888888889, 0.0]",1.0,5.0,8.5,6.5,17.61675396541514,"[1.0, 0.0, 0.4768518518518518, 0.5, 0.0, 0.0, 0.09722222222222222, 0.0, 0.0, 0.0, 1.0833333333333333, 0.5, 0.0, 0.0, 0.3888888888888889, 0.0]",0.0
31,"[0.0, 0.0, 0.25, 0.5, 0.0, 0.0, 0.050925925925925916, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3888888888888889, 0.0]",0.0,4.0,9.0,4.5,18.786875608116514,"[0.0, 1.0, 0.027777777777777776, 0.5, 0.0, 0.0, 1.4259259259259258, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3888888888888889, 0.0]",0.0
32,"[1.0, 0.0, 0.4768518518518518, 0.5, 0.0, 0.0, 0.09722222222222222, 0.0, 0.0, 0.0, 1.0833333333333333, 0.5, 0.0, 0.0, 0.3888888888888889, 0.0]",1.0,5.0,10.0,11.0,14.52579386194692,"[0.0, 0.0, 0.2222222222222222, 0.5, 0.0, 0.0, 0.12037037037037034, 0.5, 0.0, 0.0, 0.7129629629629629, 0.5, 0.0, 0.0, 0.3888888888888889, 0.0]",0.0
33,"[0.0, 1.0, 0.027777777777777776, 0.5, 0.0, 0.0, 1.4259259259259258, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3888888888888889, 0.0]",0.0,4.0,6.5,11.5,25.911819736170443,"[1.0, 0.0, 0.5277777777777778, 0.5, 0.0, 0.0, 1.125, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3888888888888889, 0.0]",0.0
34,"[0.0, 0.0, 0.2222222222222222, 0.5, 0.0, 0.0, 0.12037037037037034, 0.5, 0.0, 0.0, 0.7129629629629629, 0.5, 0.0, 0.0, 0.3888888888888889, 0.0]",0.0,4.0,11.0,9.5,14.52579386194692,"[0.0, 0.0, 0.25, 0.5, 0.0, 0.0, 0.5555555555555556, 0.5, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.3888888888888889, 0.0]",0.0
35,"[0.0, 0.0, 0.25, 0.5, 0.0, 0.0, 0.5555555555555556, 0.5, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.3888888888888889, 0.0]",2.0,6.0,6.5,7.5,20.034717849141856,"[1.0, 1.0, 0.3888888888888889, 0.5, 0.0, 0.0, 0.2777777777777778, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3888888888888889, 0.0]",0.0
36,"[1.0, 0.0, 0.5277777777777778, 0.5, 0.0, 0.0, 1.125, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3888888888888889, 0.0]",2.0,6.0,6.0,7.0,21.365442964944652,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.8888888888888888, 0.5, 0.0, 0.0, 0.09722222222222222, 0.0, 0.0, 0.0, 0.3888888888888889, 0.0]",0.0
37,"[1.0, 1.0, 0.3888888888888889, 0.5, 0.0, 0.0, 0.2777777777777778, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3888888888888889, 0.0]",1.0,5.0,8.5,8.5,17.61675396541514,"[0.0, 0.0, 0.19444444444444445, 0.0, 0.0, 0.0, 0.2731481481481482, 0.5, 0.0, 0.0, 0.125, 0.5, 0.0, 0.0, 0.3888888888888889, 0.0]",0.0
38,"[0.0, 0.0, 0.19444444444444445, 0.0, 0.0, 0.0, 0.2731481481481482, 0.5, 0.0, 0.0, 0.125, 0.5, 0.0, 0.0, 0.3888888888888889, 0.0]",0.0,4.0,8.5,8.5,20.034717849141856,"[0.0, 0.0, 0.28240740740740744, 0.5, 0.0, 0.0, 0.287037037037037, 0.5, 0.0, 0.0, 0.125, 0.0, 0.0, 0.0, 0.3888888888888889, 0.0]",0.0
39,"[0.0, 0.0, 0.28240740740740744, 0.5, 0.0, 0.0, 0.287037037037037, 0.5, 0.0, 0.0, 0.125, 0.0, 0.0, 0.0, 0.3888888888888889, 0.0]",0.0,6.5,13.0,12.5,8.142951342982705,"[0.0, 0.0, 0.28703703703703703, 0.5, 0.0, 0.0, 0.18055555555555555, 0.0, 0.0, 0.0, 0.125, 0.0, 0.0, 0.0, 0.3888888888888889, 0.0]",0.0
40,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.8888888888888888, 0.5, 0.0, 0.0, 0.09722222222222222, 0.0, 0.0, 0.0, 0.3888888888888889, 0.0]",0.0,4.0,25.5,8.5,2.250134218786582,"[0.0, 0.0, 0.9722222222222222, 0.5, 0.0, 0.0, 0.39814814814814814, 0.5, 0.0, 0.0, 0.09722222222222222, 0.0, 0.0, 0.0, 0.3888888888888889, 0.0]",0.0
41,"[0.0, 0.0, 0.027777777777777776, 0.5, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,5.0,24.0,8.0,2.399590285071781,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.41666666666666663, 1.0, 0.0, 0.0, 0.814814814814815, 0.5, 0.0, 0.0, 0.0, 0.0]",0.0
42,"[0.0, 0.0, 0.28703703703703703, 0.5, 0.0, 0.0, 0.18055555555555555, 0.0, 0.0, 0.0, 0.125, 0.0, 0.0, 0.0, 0.3888888888888889, 0.0]",0.0,11.0,23.5,12.5,1.1828283263603059,"[1.0, 0.0, 0.6157407407407407, 0.5, 0.0, 0.0, 0.027777777777777776, 0.5, 0.0, 0.0, 0.125, 0.0, 0.0, 0.0, 0.3888888888888889, 0.0]",0.0
43,"[0.0, 0.0, 0.9722222222222222, 0.5, 0.0, 0.0, 0.39814814814814814, 0.5, 0.0, 0.0, 0.09722222222222222, 0.0, 0.0, 0.0, 0.3888888888888889, 0.0]",2.0,6.0,9.0,13.0,14.52579386194692,"[1.0, 0.0, 0.6898148148148148, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.699074074074074, 0.5, 0.0, 0.0, 0.3888888888888889, 0.0]",0.0
44,"[1.0, 0.0, 0.6157407407407407, 0.5, 0.0, 0.0, 0.027777777777777776, 0.5, 0.0, 0.0, 0.125, 0.0, 0.0, 0.0, 0.3888888888888889, 0.0]",1.0,5.0,27.5,4.0,1.529806139635614,"[1.0, 0.0, 0.3055555555555556, 1.0, 0.0, 0.0, 0.7962962962962963, 0.5, 0.0, 0.0, 0.49537037037037046, 0.5, 0.0, 0.0, 0.3888888888888889, 0.0]",0.0
45,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.41666666666666663, 1.0, 0.0, 0.0, 0.814814814814815, 0.5, 0.0, 0.0, 0.0, 0.0]",0.0,4.0,6.0,4.5,27.63290757872039,"[0.0, 0.0, 0.3611111111111111, 0.5, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.2916666666666667, 0.5, 0.0, 0.0, 0.0, 0.0]",0.0
46,"[1.0, 0.0, 0.6898148148148148, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.699074074074074, 0.5, 0.0, 0.0, 0.3888888888888889, 0.0]",1.0,5.0,14.5,4.0,8.142951342982705,"[0.0, 0.0, 0.4583333333333333, 0.5, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.3194444444444444, 0.0, 0.0, 0.0, 0.3888888888888889, 0.0]",0.0
47,"[1.0, 0.0, 0.3055555555555556, 1.0, 0.0, 0.0, 0.7962962962962963, 0.5, 0.0, 0.0, 0.49537037037037046, 0.5, 0.0, 0.0, 0.3888888888888889, 0.0]",1.0,24.0,6.5,13.5,1.9785684640037355,"[1.0, 0.0, 0.6111111111111112, 0.5, 1.0, 0.0, 0.3796296296296296, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.3888888888888889, 0.0]",0.0
48,"[1.0, 0.0, 0.6111111111111112, 0.5, 1.0, 0.0, 0.3796296296296296, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.3888888888888889, 0.0]",2.0,6.0,9.0,8.5,14.52579386194692,"[0.0, 0.0, 0.3611111111111111, 0.5, 0.0, 0.0, 0.574074074074074, 0.5, 0.0, 0.0, 0.47685185185185186, 0.5, 0.0, 0.0, 0.3888888888888889, 0.0]",0.0
49,"[0.0, 0.0, 0.4583333333333333, 0.5, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.3194444444444444, 0.0, 0.0, 0.0, 0.3888888888888889, 0.0]",1.0,5.0,25.0,4.0,2.1099868731977485,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5416666666666666, 0.5, 0.0, 0.0, 0.3888888888888889, 0.0]",0.0
50,"[0.0, 0.0, 0.3611111111111111, 0.5, 0.0, 0.0, 0.574074074074074, 0.5, 0.0, 0.0, 0.47685185185185186, 0.5, 0.0, 0.0, 0.3888888888888889, 0.0]",0.0,4.0,6.0,11.0,27.63290757872039,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.875, 0.5, 0.0, 0.0, 0.23148148148148145, 0.5, 0.0, 0.0, 0.3888888888888889, 0.0]",0.0
51,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5416666666666666, 0.5, 0.0, 0.0, 0.3888888888888889, 0.0]",0.0,4.0,6.0,8.5,27.63290757872039,"[0.0, 0.0, 0.23148148148148145, 0.5, 1.0, 0.0, 0.4722222222222222, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3888888888888889, 0.0]",0.0
52,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.875, 0.5, 0.0, 0.0, 0.23148148148148145, 0.5, 0.0, 0.0, 0.3888888888888889, 0.0]",0.0,4.0,18.5,15.0,5.536175066910767,"[0.0, 1.0, 0.4074074074074074, 0.5, 0.0, 0.0, 0.550925925925926, 0.5, 0.0, 0.0, 0.1527777777777778, 0.0, 0.0, 0.0, 0.3888888888888889, 0.0]",0.0
53,"[0.0, 1.0, 0.4074074074074074, 0.5, 0.0, 0.0, 0.550925925925926, 0.5, 0.0, 0.0, 0.1527777777777778, 0.0, 0.0, 0.0, 0.3888888888888889, 0.0]",0.0,16.5,29.0,15.0,0.287402776498672,"[1.0, 0.0, 0.9907407407407407, 0.5, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.1527777777777778, 0.0, 0.0, 0.0, 0.3888888888888889, 0.0]",0.0
54,"[0.0, 0.0, 0.23148148148148145, 0.5, 1.0, 0.0, 0.4722222222222222, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3888888888888889, 0.0]",0.0,4.0,10.5,8.5,15.490610979144048,"[0.0, 0.0, 0.8657407407407408, 0.5, 0.0, 0.0, 0.16203703703703703, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3888888888888889, 0.0]",0.0
55,"[1.0, 0.0, 0.9907407407407407, 0.5, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.1527777777777778, 0.0, 0.0, 0.0, 0.3888888888888889, 0.0]",1.0,5.0,25.5,11.5,1.9785684640037355,"[1.0, 0.0, 0.3888888888888889, 1.0, 0.0, 0.0, 1.1666666666666667, 1.0, 0.0, 0.0, 0.1527777777777778, 0.0, 0.0, 0.0, 0.3888888888888889, 0.0]",0.0
56,"[1.0, 0.0, 0.3888888888888889, 1.0, 0.0, 0.0, 1.1666666666666667, 1.0, 0.0, 0.0, 0.1527777777777778, 0.0, 0.0, 0.0, 0.3888888888888889, 0.0]",1.0,22.0,20.0,14.0,0.4508080419608842,"[1.0, 0.0, 0.9074074074074076, 0.5, 1.0, 0.0, 0.5046296296296295, 1.0, 0.0, 0.0, 0.1527777777777778, 0.0, 0.0, 0.0, 0.3888888888888889, 0.0]",0.0
57,"[0.0, 0.0, 0.8657407407407408, 0.5, 0.0, 0.0, 0.16203703703703703, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3888888888888889, 0.0]",2.0,6.0,25.0,9.0,1.8553353181848018,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.041666666666666664, 0.5, 0.0, 0.0, 0.412037037037037, 0.5, 0.0, 0.0, 0.3888888888888889, 0.0]",0.0
58,"[1.0, 0.0, 0.9074074074074076, 0.5, 1.0, 0.0, 0.5046296296296295, 1.0, 0.0, 0.0, 0.1527777777777778, 0.0, 0.0, 0.0, 0.3888888888888889, 0.0]",2.0,6.0,10.0,12.0,12.77269480634174,"[0.0, 0.0, 0.7777777777777778, 0.5, 1.0, 0.0, 0.9861111111111112, 0.5, 0.0, 0.0, 0.1527777777777778, 0.0, 0.0, 0.0, 0.3888888888888889, 0.0]",0.0
59,"[0.0, 0.0, 0.3611111111111111, 0.5, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.2916666666666667, 0.5, 0.0, 0.0, 0.0, 0.0]",1.0,5.0,9.5,4.0,15.490610979144048,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.875, 0.5, 0.0, 0.0, 0.0, 0.0]",0.0
60,"[0.0, 0.0, 0.7777777777777778, 0.5, 1.0, 0.0, 0.9861111111111112, 0.5, 0.0, 0.0, 0.1527777777777778, 0.0, 0.0, 0.0, 0.3888888888888889, 0.0]",0.0,4.0,7.5,9.5,22.78455611531636,"[0.0, 0.0, 0.3796296296296297, 0.5, 0.0, 0.0, 0.6018518518518517, 0.5, 0.0, 0.0, 0.5648148148148148, 0.5, 0.0, 0.0, 0.3888888888888889, 0.0]",0.0
61,"[0.0, 0.0, 0.3796296296296297, 0.5, 0.0, 0.0, 0.6018518518518517, 0.5, 0.0, 0.0, 0.5648148148148148, 0.5, 0.0, 0.0, 0.3888888888888889, 0.0]",0.0,5.5,15.0,15.0,7.160189199660606,"[0.0, 0.0, 0.35185185185185186, 0.5, 0.0, 0.0, 0.375, 0.5, 0.0, 0.0, 0.2916666666666667, 0.5, 0.0, 0.0, 0.3888888888888889, 0.0]",0.0
62,"[0.0, 0.0, 0.35185185185185186, 0.5, 0.0, 0.0, 0.375, 0.5, 0.0, 0.0, 0.2916666666666667, 0.5, 0.0, 0.0, 0.3888888888888889, 0.0]",0.0,13.0,26.5,15.0,0.6217775090744582,"[1.0, 0.0, 0.8425925925925926, 0.5, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.2916666666666667, 0.0, 0.0, 0.0, 0.3888888888888889, 0.0]",0.0
