,states,actions,rewards1,rewards2,rewards3,rewards,nextStates,dones
273,"[0.0, 0.0, 0.013888888888888888, 0.5, 0.0, 0.0, 1.2777777777777777, 1.0, 0.0, 0.0, 0.49074074074074076, 0.5, 0.0, 0.0, 0.3194444444444444, 0.0]",0.0,4.0,32.5,17.0,0.9145491140292928,"[0.0, 0.0, 0.8518518518518517, 0.5, 0.0, 0.0, 0.6944444444444444, 0.5, 0.0, 0.0, 0.4027777777777778, 0.0, 0.0, 0.0, 0.3194444444444444, 0.0]",0.0
274,"[0.0, 0.0, 0.4027777777777778, 0.0, 1.0, 0.0, 0.027777777777777776, 0.5, 0.0, 0.0, 0.2916666666666667, 0.5, 0.0, 0.0, 0.0, 0.0]",3.0,7.5,6.0,7.0,17.61675396541514,"[0.0, 0.0, 0.7175925925925927, 0.5, 0.0, 0.0, 0.013888888888888888, 0.0, 0.0, 0.0, 0.19444444444444445, 0.5, 0.0, 0.0, 0.0, 0.0]",0.0
275,"[0.0, 0.0, 0.8518518518518517, 0.5, 0.0, 0.0, 0.6944444444444444, 0.5, 0.0, 0.0, 0.4027777777777778, 0.0, 0.0, 0.0, 0.3194444444444444, 0.0]",3.0,7.5,14.5,11.0,5.903893108287374,"[1.0, 0.0, 0.4814814814814816, 1.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.4027777777777778, 0.0, 0.0, 0.0, 0.3194444444444444, 0.0]",0.0
276,"[0.0, 0.0, 0.7175925925925927, 0.5, 0.0, 0.0, 0.013888888888888888, 0.0, 0.0, 0.0, 0.19444444444444445, 0.5, 0.0, 0.0, 0.0, 0.0]",3.0,7.5,8.5,9.5,12.77269480634174,"[0.0, 0.0, 0.2222222222222222, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5601851851851851, 0.5]",0.0
277,"[1.0, 0.0, 0.4814814814814816, 1.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.4027777777777778, 0.0, 0.0, 0.0, 0.3194444444444444, 0.0]",1.0,5.0,6.0,8.0,24.297928118025563,"[1.0, 0.0, 1.0462962962962965, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4027777777777778, 0.0, 1.0, 0.0, 0.5, 0.5]",0.0
278,"[1.0, 0.0, 1.0462962962962965, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4027777777777778, 0.0, 1.0, 0.0, 0.5, 0.5]",1.0,5.0,13.5,8.0,9.26060118318198,"[0.0, 0.0, 0.7592592592592592, 0.5, 0.0, 0.0, 0.18518518518518515, 0.5, 0.0, 0.0, 0.4027777777777778, 0.0, 0.0, 0.0, 0.25, 0.5]",0.0
279,"[0.0, 0.0, 0.7592592592592592, 0.5, 0.0, 0.0, 0.18518518518518515, 0.5, 0.0, 0.0, 0.4027777777777778, 0.0, 0.0, 0.0, 0.25, 0.5]",3.0,7.5,12.5,15.5,7.635775812541028,"[0.0, 0.0, 0.4722222222222222, 0.0, 1.0, 0.0, 0.3333333333333333, 0.5, 0.0, 0.0, 0.4027777777777778, 0.0, 0.0, 0.0, 0.25, 0.0]",0.0
280,"[0.0, 0.0, 0.4722222222222222, 0.0, 1.0, 0.0, 0.3333333333333333, 0.5, 0.0, 0.0, 0.4027777777777778, 0.0, 0.0, 0.0, 0.25, 0.0]",3.0,7.5,29.5,15.5,0.8575873427395146,"[0.0, 0.0, 0.14351851851851852, 0.5, 0.0, 0.0, 0.16666666666666666, 0.0, 0.0, 0.0, 0.4027777777777778, 0.0, 0.0, 0.0, 0.8333333333333334, 0.5]",0.0
281,"[0.0, 0.0, 0.14351851851851852, 0.5, 0.0, 0.0, 0.16666666666666666, 0.0, 0.0, 0.0, 0.4027777777777778, 0.0, 0.0, 0.0, 0.8333333333333334, 0.5]",0.0,4.0,6.0,7.5,27.63290757872039,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4212962962962962, 0.5, 0.0, 0.0, 0.4027777777777778, 0.0, 1.0, 0.0, 0.4166666666666667, 1.0]",0.0
282,"[0.0, 0.0, 0.2222222222222222, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5601851851851851, 0.5]",2.0,6.0,6.0,7.0,21.365442964944652,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.28703703703703703, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0
283,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.28703703703703703, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,4.0,20.0,4.5,4.564821530883029,"[0.0, 0.0, 0.7916666666666666, 1.0, 0.0, 0.0, 0.6296296296296297, 0.5, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
284,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4212962962962962, 0.5, 0.0, 0.0, 0.4027777777777778, 0.0, 1.0, 0.0, 0.4166666666666667, 1.0]",0.0,4.0,11.0,17.0,14.52579386194692,"[0.0, 0.0, 0.15740740740740738, 0.5, 0.0, 0.0, 0.6944444444444444, 0.5, 0.0, 0.0, 0.4027777777777778, 0.0, 1.0, 0.0, 0.9537037037037037, 0.5]",0.0
285,"[0.0, 0.0, 0.027777777777777776, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.5833333333333334, 0.5]",2.0,6.0,6.0,4.5,21.365442964944652,"[0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.013888888888888888, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
286,"[0.0, 0.0, 0.15740740740740738, 0.5, 0.0, 0.0, 0.6944444444444444, 0.5, 0.0, 0.0, 0.4027777777777778, 0.0, 1.0, 0.0, 0.9537037037037037, 0.5]",0.0,9.0,30.0,17.5,0.6630765657418384,"[1.0, 0.0, 0.9444444444444444, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4027777777777778, 0.0, 0.0, 0.0, 0.7407407407407407, 0.5]",0.0
287,"[1.0, 0.0, 0.9444444444444444, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4027777777777778, 0.0, 0.0, 0.0, 0.7407407407407407, 0.5]",1.0,5.0,6.0,13.0,24.297928118025563,"[1.0, 0.0, 0.4814814814814816, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4027777777777778, 0.0, 0.0, 0.0, 0.4166666666666667, 0.0]",0.0
288,"[0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.013888888888888888, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,5.0,6.0,4.0,24.297928118025563,"[0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.3194444444444444, 0.5, 0.0, 0.0, 0.0, 0.0]",0.0
289,"[1.0, 0.0, 0.4814814814814816, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4027777777777778, 0.0, 0.0, 0.0, 0.4166666666666667, 0.0]",1.0,5.0,20.5,16.0,3.7638975207553966,"[1.0, 0.0, 1.166666666666667, 0.5, 0.0, 0.0, 0.5462962962962963, 0.5, 0.0, 0.0, 0.4027777777777778, 0.0, 0.0, 0.0, 0.4166666666666667, 0.0]",0.0
290,"[1.0, 0.0, 1.166666666666667, 0.5, 0.0, 0.0, 0.5462962962962963, 0.5, 0.0, 0.0, 0.4027777777777778, 0.0, 0.0, 0.0, 0.4166666666666667, 0.0]",3.0,7.5,17.0,15.5,4.28050621524599,"[0.0, 0.0, 0.8796296296296295, 0.5, 1.0, 0.0, 1.1712962962962965, 0.5, 0.0, 0.0, 0.4027777777777778, 0.0, 0.0, 0.0, 0.4166666666666667, 0.0]",0.0
291,"[0.0, 0.0, 0.8796296296296295, 0.5, 1.0, 0.0, 1.1712962962962965, 0.5, 0.0, 0.0, 0.4027777777777778, 0.0, 0.0, 0.0, 0.4166666666666667, 0.0]",1.0,5.0,26.5,16.0,1.7397776248481645,"[0.0, 0.0, 0.4861111111111111, 0.0, 0.0, 0.0, 0.6759259259259259, 0.5, 0.0, 0.0, 0.041666666666666664, 0.5, 1.0, 0.0, 0.8611111111111112, 0.5]",0.0
292,"[0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.3194444444444444, 0.5, 0.0, 0.0, 0.0, 0.0]",1.0,5.0,6.5,4.0,22.78455611531636,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.08333333333333333, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0
293,"[0.0, 0.0, 0.4861111111111111, 0.0, 0.0, 0.0, 0.6759259259259259, 0.5, 0.0, 0.0, 0.041666666666666664, 0.5, 1.0, 0.0, 0.8611111111111112, 0.5]",2.0,6.0,6.0,4.5,21.365442964944652,"[0.0, 0.0, 0.4861111111111111, 0.0, 1.0, 0.0, 1.375, 0.5, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.574074074074074, 0.5]",0.0
294,"[0.0, 0.0, 0.4861111111111111, 0.0, 1.0, 0.0, 1.375, 0.5, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.574074074074074, 0.5]",2.0,6.0,6.0,15.0,21.365442964944652,"[0.0, 0.0, 0.4861111111111111, 0.0, 1.0, 0.0, 0.9166666666666666, 0.5, 0.0, 0.0, 0.013888888888888888, 0.0, 0.0, 0.0, 0.4166666666666667, 0.0]",0.0
295,"[0.0, 0.0, 0.7916666666666666, 1.0, 0.0, 0.0, 0.6296296296296297, 0.5, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2.0,6.0,6.5,7.0,20.034717849141856,"[0.0, 0.0, 0.7916666666666666, 0.5, 0.0, 0.0, 0.3055555555555556, 0.5, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
296,"[0.0, 0.0, 0.7916666666666666, 0.5, 0.0, 0.0, 0.3055555555555556, 0.5, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2.0,6.0,8.5,7.5,15.490610979144048,"[0.0, 0.0, 0.5277777777777778, 0.5, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.09722222222222222, 0.5, 0.0, 0.0, 0.0, 0.0]",0.0
297,"[0.0, 0.0, 0.4861111111111111, 0.0, 1.0, 0.0, 0.9166666666666666, 0.5, 0.0, 0.0, 0.013888888888888888, 0.0, 0.0, 0.0, 0.4166666666666667, 0.0]",2.0,6.0,25.0,15.0,1.8553353181848018,"[0.0, 0.0, 1.9027777777777777, 1.0, 0.0, 0.0, 0.47222222222222243, 0.5, 0.0, 0.0, 0.6203703703703703, 0.5, 0.0, 0.0, 0.4166666666666667, 0.0]",0.0
298,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.08333333333333333, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,4.0,6.0,4.5,27.63290757872039,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.5, 0.0, 0.0, 0.712962962962963, 0.5, 0.0, 1.0, 0.0, 0.0]",0.0
299,"[0.0, 0.0, 0.5277777777777778, 0.5, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.09722222222222222, 0.5, 0.0, 0.0, 0.0, 0.0]",1.0,5.0,28.0,4.0,1.4345237036167309,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.875, 1.0, 0.0, 0.0, 0.15740740740740738, 0.5, 0.0, 0.0, 0.0, 0.0]",0.0
300,"[0.0, 0.0, 1.9027777777777777, 1.0, 0.0, 0.0, 0.47222222222222243, 0.5, 0.0, 0.0, 0.6203703703703703, 0.5, 0.0, 0.0, 0.4166666666666667, 0.0]",0.0,4.0,38.0,4.5,0.4508080419608842,"[0.0, 0.0, 1.3009259259259258, 1.0, 0.0, 0.0, 0.4583333333333333, 0.0, 1.0, 0.0, 1.1898148148148149, 0.5, 0.0, 0.0, 0.4166666666666667, 0.0]",0.0
301,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.875, 1.0, 0.0, 0.0, 0.15740740740740738, 0.5, 0.0, 0.0, 0.0, 0.0]",0.0,4.0,6.0,8.5,27.63290757872039,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.875, 1.0, 0.0, 0.0, 1.1898148148148147, 1.0, 0.0, 0.0, 0.0, 0.0]",0.0
302,"[0.0, 0.0, 1.3009259259259258, 1.0, 0.0, 0.0, 0.4583333333333333, 0.0, 1.0, 0.0, 1.1898148148148149, 0.5, 0.0, 0.0, 0.4166666666666667, 0.0]",3.0,7.5,17.0,16.0,4.28050621524599,"[1.0, 0.0, 0.5138888888888888, 1.0, 0.0, 0.0, 0.21759259259259275, 0.5, 1.0, 0.0, 0.8055555555555556, 0.5, 0.0, 0.0, 0.4166666666666667, 0.0]",0.0
303,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.875, 1.0, 0.0, 0.0, 1.1898148148148147, 1.0, 0.0, 0.0, 0.0, 0.0]",0.0,4.0,15.5,8.5,8.142951342982705,"[1.0, 0.0, 0.16666666666666666, 0.5, 0.0, 1.0, 0.027777777777777776, 0.5, 0.0, 0.0, 1.0833333333333333, 0.5, 0.0, 0.0, 0.0, 0.0]",0.0
304,"[1.0, 0.0, 0.5138888888888888, 1.0, 0.0, 0.0, 0.21759259259259275, 0.5, 1.0, 0.0, 0.8055555555555556, 0.5, 0.0, 0.0, 0.4166666666666667, 0.0]",1.0,5.0,6.0,4.5,24.297928118025563,"[1.0, 0.0, 0.041666666666666664, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.4027777777777778, 0.5, 1.0, 0.0, 0.8703703703703705, 0.5]",0.0
305,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.5, 0.0, 0.0, 0.712962962962963, 0.5, 0.0, 1.0, 0.0, 0.0]",0.0,4.0,6.0,4.5,27.63290757872039,"[0.0, 0.0, 0.1111111111111111, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0
306,"[1.0, 0.0, 0.16666666666666666, 0.5, 0.0, 1.0, 0.027777777777777776, 0.5, 0.0, 0.0, 1.0833333333333333, 0.5, 0.0, 0.0, 0.0, 0.0]",1.0,5.0,10.0,4.0,14.52579386194692,"[1.0, 0.0, 0.3333333333333333, 0.5, 0.0, 0.0, 0.041666666666666664, 0.5, 0.0, 0.0, 0.5462962962962963, 0.5, 0.0, 0.0, 0.0, 0.0]",0.0
307,"[1.0, 0.0, 0.041666666666666664, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.4027777777777778, 0.5, 1.0, 0.0, 0.8703703703703705, 0.5]",1.0,5.0,6.5,16.0,22.78455611531636,"[0.0, 1.0, 0.027777777777777776, 0.5, 0.0, 0.0, 0.027777777777777776, 0.0, 0.0, 0.0, 0.4027777777777778, 0.0, 0.0, 0.0, 0.6018518518518517, 0.5]",0.0
308,"[1.0, 0.0, 0.3333333333333333, 0.5, 0.0, 0.0, 0.041666666666666664, 0.5, 0.0, 0.0, 0.5462962962962963, 0.5, 0.0, 0.0, 0.0, 0.0]",1.0,6.5,6.0,6.5,20.034717849141856,"[0.0, 0.0, 0.6851851851851852, 0.5, 0.0, 1.0, 0.027777777777777776, 0.5, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
309,"[0.0, 1.0, 0.027777777777777776, 0.5, 0.0, 0.0, 0.027777777777777776, 0.0, 0.0, 0.0, 0.4027777777777778, 0.0, 0.0, 0.0, 0.6018518518518517, 0.5]",2.0,6.0,16.5,15.0,5.536175066910767,"[0.0, 0.0, 1.912037037037037, 1.0, 0.0, 0.0, 0.787037037037037, 0.5, 0.0, 0.0, 0.4027777777777778, 0.0, 0.0, 0.0, 0.4305555555555556, 0.0]",0.0
310,"[0.0, 0.0, 0.6851851851851852, 0.5, 0.0, 1.0, 0.027777777777777776, 0.5, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,5.0,10.5,6.5,13.621069408034018,"[0.0, 0.0, 0.5833333333333334, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
311,"[0.0, 0.0, 1.912037037037037, 1.0, 0.0, 0.0, 0.787037037037037, 0.5, 0.0, 0.0, 0.4027777777777778, 0.0, 0.0, 0.0, 0.4305555555555556, 0.0]",2.0,12.5,26.5,15.5,0.6630765657418384,"[0.0, 0.0, 1.4861111111111112, 1.0, 0.0, 0.0, 0.4583333333333333, 0.0, 1.0, 0.0, 0.8750000000000001, 0.5, 0.0, 0.0, 0.4305555555555556, 0.0]",0.0
312,"[0.0, 0.0, 1.4861111111111112, 1.0, 0.0, 0.0, 0.4583333333333333, 0.0, 1.0, 0.0, 0.8750000000000001, 0.5, 0.0, 0.0, 0.4305555555555556, 0.0]",3.0,7.5,17.5,16.0,4.013899192947233,"[0.0, 0.0, 0.699074074074074, 0.5, 0.0, 0.0, 0.4583333333333333, 0.0, 1.0, 0.0, 0.4027777777777778, 0.5, 0.0, 0.0, 0.4305555555555556, 0.0]",0.0
313,"[0.0, 0.0, 0.699074074074074, 0.5, 0.0, 0.0, 0.4583333333333333, 0.0, 1.0, 0.0, 0.4027777777777778, 0.5, 0.0, 0.0, 0.4305555555555556, 0.0]",3.0,12.0,31.0,16.0,0.3964006092152483,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4583333333333333, 0.0, 0.0, 0.0, 0.7777777777777778, 0.5, 1.0, 0.0, 0.8842592592592593, 0.5]",0.0
314,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4583333333333333, 0.0, 0.0, 0.0, 0.7777777777777778, 0.5, 1.0, 0.0, 0.8842592592592593, 0.5]",0.0,4.0,9.0,4.5,18.786875608116514,"[0.0, 0.0, 0.041666666666666664, 0.5, 0.0, 0.0, 0.4583333333333333, 0.0, 0.0, 0.0, 0.4166666666666667, 0.0, 1.0, 0.0, 0.4305555555555556, 1.0]",0.0
315,"[0.0, 0.0, 0.1111111111111111, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",2.0,6.0,6.0,4.5,21.365442964944652,"[0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.013888888888888888, 0.5, 0.0, 1.0, 0.0, 0.0]",0.0
316,"[0.0, 0.0, 0.5833333333333334, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2.0,6.0,6.0,4.5,21.365442964944652,"[0.0, 0.0, 0.3888888888888889, 0.5, 0.0, 0.0, 0.041666666666666664, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
317,"[0.0, 0.0, 0.041666666666666664, 0.5, 0.0, 0.0, 0.4583333333333333, 0.0, 0.0, 0.0, 0.4166666666666667, 0.0, 1.0, 0.0, 0.4305555555555556, 1.0]",0.0,7.0,7.5,4.5,15.490610979144048,"[0.0, 1.0, 0.027777777777777776, 0.5, 0.0, 0.0, 0.6990740740740742, 0.5, 0.0, 0.0, 0.4166666666666667, 0.0, 1.0, 0.0, 1.0324074074074074, 0.5]",0.0
318,"[0.0, 0.0, 0.3888888888888889, 0.5, 0.0, 0.0, 0.041666666666666664, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2.0,6.0,40.0,8.5,0.26950218376742124,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.027777777777777776, 0.5, 0.0, 0.0, 0.013888888888888888, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
319,"[0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.013888888888888888, 0.5, 0.0, 1.0, 0.0, 0.0]",0.0,4.0,6.0,5.0,27.63290757872039,"[0.0, 0.0, 0.1388888888888889, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0
320,"[0.0, 1.0, 0.027777777777777776, 0.5, 0.0, 0.0, 0.6990740740740742, 0.5, 0.0, 0.0, 0.4166666666666667, 0.0, 1.0, 0.0, 1.0324074074074074, 0.5]",2.0,6.0,22.0,15.5,2.7289428239353923,"[0.0, 0.0, 0.013888888888888888, 0.5, 0.0, 0.0, 0.3333333333333333, 0.5, 0.0, 0.0, 0.75, 0.5, 0.0, 0.0, 0.6944444444444444, 0.5]",0.0
321,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.027777777777777776, 0.5, 0.0, 0.0, 0.013888888888888888, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,4.0,6.0,4.5,27.63290757872039,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.1388888888888888, 1.0, 0.0, 0.0, 0.0, 0.0]",0.0
322,"[0.0, 0.0, 0.013888888888888888, 0.5, 0.0, 0.0, 0.3333333333333333, 0.5, 0.0, 0.0, 0.75, 0.5, 0.0, 0.0, 0.6944444444444444, 0.5]",1.0,5.0,6.0,8.0,24.297928118025563,"[0.0, 0.0, 0.013888888888888888, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.24074074074074078, 1.0, 0.0, 0.0, 0.4305555555555556, 0.0]",0.0
323,"[0.0, 0.0, 0.1388888888888889, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,4.0,17.0,5.5,6.71422402039792,"[0.0, 0.0, 0.08333333333333333, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.08333333333333333, 0.5]",0.0
324,"[0.0, 0.0, 0.013888888888888888, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.24074074074074078, 1.0, 0.0, 0.0, 0.4305555555555556, 0.0]",1.0,5.0,10.5,16.0,13.621069408034018,"[0.0, 0.0, 1.1342592592592593, 1.0, 0.0, 0.0, 0.18518518518518515, 0.5, 0.0, 1.0, 0.8148148148148148, 0.5, 0.0, 0.0, 0.4305555555555556, 0.0]",0.0
325,"[0.0, 0.0, 1.1342592592592593, 1.0, 0.0, 0.0, 0.18518518518518515, 0.5, 0.0, 1.0, 0.8148148148148148, 0.5, 0.0, 0.0, 0.4305555555555556, 0.0]",2.0,6.0,18.0,8.5,4.564821530883029,"[0.0, 0.0, 1.375, 1.0, 0.0, 0.0, 0.9166666666666666, 0.5, 0.0, 0.0, 0.4166666666666667, 0.5, 0.0, 0.0, 0.4305555555555556, 0.0]",0.0
326,"[0.0, 0.0, 1.375, 1.0, 0.0, 0.0, 0.9166666666666666, 0.5, 0.0, 0.0, 0.4166666666666667, 0.5, 0.0, 0.0, 0.4305555555555556, 0.0]",0.0,4.0,13.5,7.5,10.531652549766878,"[0.0, 0.0, 0.375, 0.5, 0.0, 0.0, 0.4583333333333333, 0.5, 1.0, 0.0, 0.4537037037037038, 0.5, 0.0, 0.0, 0.4305555555555556, 0.0]",0.0
327,"[0.0, 0.0, 0.375, 0.5, 0.0, 0.0, 0.4583333333333333, 0.5, 1.0, 0.0, 0.4537037037037038, 0.5, 0.0, 0.0, 0.4305555555555556, 0.0]",2.0,6.0,11.5,15.5,10.531652549766878,"[1.0, 1.0, 0.25, 0.5, 0.0, 0.0, 0.4583333333333333, 0.0, 0.0, 0.0, 0.2222222222222222, 0.5, 0.0, 0.0, 0.4305555555555556, 0.0]",0.0
328,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.1388888888888888, 1.0, 0.0, 0.0, 0.0, 0.0]",0.0,4.0,32.0,4.5,0.975294340632327,"[1.0, 0.0, 0.5833333333333334, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.75, 0.5, 0.0, 0.0, 0.0, 0.0]",0.0
329,"[1.0, 1.0, 0.25, 0.5, 0.0, 0.0, 0.4583333333333333, 0.0, 0.0, 0.0, 0.2222222222222222, 0.5, 0.0, 0.0, 0.4305555555555556, 0.0]",1.0,5.0,23.0,16.5,2.7289428239353923,"[0.0, 0.0, 0.125, 0.0, 0.0, 0.0, 1.0694444444444444, 0.5, 1.0, 0.0, 0.8333333333333334, 0.5, 0.0, 0.0, 0.4305555555555556, 0.0]",0.0
330,"[0.0, 0.0, 0.125, 0.0, 0.0, 0.0, 1.0694444444444444, 0.5, 1.0, 0.0, 0.8333333333333334, 0.5, 0.0, 0.0, 0.4305555555555556, 0.0]",2.0,6.0,17.0,15.5,5.191359973720001,"[0.0, 0.0, 0.125, 0.0, 1.0, 0.0, 0.4351851851851851, 1.0, 0.0, 0.0, 0.42592592592592604, 0.5, 0.0, 0.0, 0.4305555555555556, 0.0]",0.0
331,"[1.0, 0.0, 0.5833333333333334, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.75, 0.5, 0.0, 0.0, 0.0, 0.0]",1.0,5.0,6.0,4.0,24.297928118025563,"[1.0, 0.0, 0.3055555555555556, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
332,"[0.0, 0.0, 0.125, 0.0, 1.0, 0.0, 0.4351851851851851, 1.0, 0.0, 0.0, 0.42592592592592604, 0.5, 0.0, 0.0, 0.4305555555555556, 0.0]",1.0,5.5,32.5,12.0,0.7540862484141893,"[0.0, 0.0, 0.625, 0.5, 0.0, 1.0, 0.9074074074074073, 0.5, 1.0, 0.0, 0.9166666666666666, 0.5, 0.0, 0.0, 0.4305555555555556, 0.0]",0.0
333,"[1.0, 0.0, 0.3055555555555556, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2.0,6.0,30.5,10.5,0.9145491140292928,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16203703703703706, 0.5, 0.0, 0.0, 0.8564814814814815, 1.0, 0.0, 0.0, 0.0, 0.0]",0.0
334,"[0.0, 0.0, 0.08333333333333333, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.08333333333333333, 0.5]",2.0,6.0,6.0,4.5,21.365442964944652,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.013888888888888888, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
335,"[0.0, 0.0, 0.625, 0.5, 0.0, 1.0, 0.9074074074074073, 0.5, 1.0, 0.0, 0.9166666666666666, 0.5, 0.0, 0.0, 0.4305555555555556, 0.0]",0.0,4.0,6.0,7.5,27.63290757872039,"[0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.4722222222222222, 1.0, 0.0, 0.0, 0.6111111111111112, 0.5, 0.0, 0.0, 0.4305555555555556, 0.0]",0.0
